,0_x,0_y
967,9114,9.924644
968,9115,9.054346
969,9116,10.403927
970,9117,11.005735
971,9119,10.626253
972,9120,10.514868
973,9121,10.04481
974,9122,10.132014
975,9123,10.551223
976,9125,9.49738
977,9127,11.18273
978,9132,10.236646
979,9134,10.462856
980,9135,10.769408
981,9138,10.830087
982,9140,10.11621
983,9141,11.120803
984,9143,10.192165
985,9145,10.64753
986,9146,9.8526325
987,9154,10.716046
988,9156,10.276218
989,9158,10.888912
990,9159,10.509555
991,9160,10.593047
992,9161,10.499402
993,9162,8.857186
994,9163,9.157489
995,9166,10.841114
996,9167,11.08072
997,9169,10.880396
998,9173,10.642341
999,9174,11.127591
1000,9176,10.444214
1001,9181,10.792386
1002,9185,9.96371
1003,9190,9.656777
1004,9191,9.965983
1005,9198,9.9704275
1006,9201,10.382341
1007,9202,9.731247
1008,9203,10.378428
1009,9204,10.934035
1010,9205,10.860577
1011,9207,10.516722
1012,9208,10.920554
1013,9209,10.677827
1014,9213,10.549245
1015,9216,11.15223
1016,9217,10.488419
1017,9233,10.807353
1018,9235,11.197779
1019,9245,11.015838
1020,9247,10.859656
1021,9248,11.206924
1022,9258,10.491198
1023,9259,0.32306343
1024,9260,10.64918
1025,9261,10.94563
1026,9262,1.2566811
1027,9263,10.944517
1028,9264,9.688435
1029,9266,11.342292
1030,9269,10.771452
1031,9274,10.415517
1032,9278,10.10524
1033,9279,10.11772
1034,9280,9.777795
1035,9282,10.735
1036,9283,10.730726
1037,9284,10.815512
1038,9286,10.546496
1039,9295,11.10921
1040,9296,10.066429
1041,9298,11.080178
1042,9300,10.639307
1043,9305,9.984505
1044,9312,0.093155526
1045,9315,10.339625
1046,9317,9.718119
1047,9319,10.754237
1048,9320,10.730786
1049,9321,10.351248
1050,9322,10.753185
1051,9323,10.160968
1052,9324,10.238027
1053,9325,9.6427765
1054,9326,8.889926
1055,9327,10.385987
1056,9328,10.711217
1057,9337,10.141586
1058,9342,9.685866
1059,9343,9.659668
1060,9346,9.639985
1061,9352,8.942538
1062,9357,10.797479
1063,14450,11.260603
1064,14455,10.107771
1065,14460,8.657742
1066,14464,11.020732
1067,14465,10.206932
1068,14466,10.995418
1069,14468,8.647498
1070,14471,10.505573
1071,14472,10.547397
1072,14473,10.575223
1073,14474,9.983419
1074,14475,11.090898
1075,14476,10.376966
1076,14477,10.70969
1077,14478,9.053273
1078,14479,9.9591675
1079,14480,10.373862
1080,14481,10.606991
1081,14482,10.915073
1082,14485,10.859985
1083,14486,10.789108
1084,14487,10.065979
1085,14488,11.35915
1086,14489,11.2275095
1087,14490,10.548378
1088,14491,11.054554
1089,14492,10.804714
1090,14493,11.007018
1091,14494,10.434161
1092,14495,10.929345
1093,14496,8.669976
1094,14497,9.824492
1095,14498,9.671995
1096,14499,10.976975
1097,14500,10.807647
1098,14501,10.33454
1099,14502,8.895025
1100,14503,10.69914
1101,14505,10.3753195
1102,14506,10.672015
1103,14507,10.989288
1104,14508,10.067637
1105,14510,10.983446
1106,14511,10.3884945
1107,14513,11.360193
1108,14514,9.18476
1109,14515,9.053035
1110,14516,10.721089
1111,14517,10.595844
1112,14518,9.825103
1113,14519,9.994101
1114,14520,10.356537
1115,14521,9.682788
1116,14522,10.821945
1117,14523,10.091892
1118,14524,9.959019
1119,14525,10.765953
1120,14526,9.456747
1121,14527,9.500526
1122,14528,10.595319
1123,14529,10.857806
1124,14530,9.725583
1125,14531,10.806974
1126,14532,10.982621
1127,14533,10.44893
1128,14534,10.539494
1129,14535,10.58296
1130,14536,10.66141
1131,14537,10.631949
1132,14538,10.796645
1133,14539,10.538009
1134,14540,9.544989
1135,14541,10.552246
1136,14542,9.517095
1137,14543,10.947607
1138,14544,11.100357
1139,14545,9.86689
1140,14546,9.854342
1141,14547,10.100584
1142,14548,10.059898
1143,14549,10.2588
1144,14550,10.819312
1145,14551,10.797926
1146,14552,10.896911
1147,14553,9.51597
1148,14555,8.7647915
1149,14557,10.814985
1150,14558,9.594547
1151,14561,10.865998
1152,14562,9.990703
1153,14564,8.171719
1154,14565,11.339311
1155,14566,10.062753
1156,14567,10.871019
1157,14569,10.751477
1158,14570,10.371836
1159,14571,11.079649
1160,14572,11.046055
1161,14573,10.906438
1162,14574,10.589889
1163,14575,11.084003
1164,14576,10.877285
1165,14577,10.34167
1166,14578,10.68157
1167,14579,10.989805
1168,14580,10.459883
1169,14581,8.095275
1170,14582,9.961316
1171,14583,9.229024
1172,14584,9.776553
1173,14585,10.31659
1174,14586,9.866125
1175,14587,10.5823555
1176,14588,11.016854
1177,14589,11.162552
1178,14590,10.260475
1179,14591,10.580845
1180,14592,9.947861
1181,14593,11.1071005
1182,14596,9.931025
1183,14597,10.270762
1184,14598,10.697417
1185,14599,10.390719
1186,14600,9.139752
1187,14601,10.977612
1188,14602,10.756865
1189,14603,10.3166065
1190,14604,0.054526333
1191,14605,10.538918
1192,14606,10.12804
1193,14607,10.558862
1194,14608,10.41232
1195,14609,9.881416
1196,14610,10.845948
1197,14611,10.989221
1198,14612,10.288351
1199,14613,9.3660755
1200,14614,10.749725
1201,14615,10.884935
1202,14616,10.884537
1203,14618,10.16424
1204,14619,11.227138
1205,14620,9.257742
1206,14621,11.137162
1207,14622,10.677359
1208,14623,10.556067
1209,14624,10.567146
1210,14625,10.631146
1211,14626,9.478187
1212,14627,9.97659
1213,14628,10.32561
1214,14629,10.224178
1215,14630,10.660925
1216,14631,11.093344
1217,14632,11.076267
1218,14633,11.191873
1219,14634,10.743485
1220,14635,11.236691
1221,14636,11.154762
1222,14637,9.539737
1223,14638,8.148989
1224,14639,7.5642886
1225,14640,9.853053
1226,14641,10.640809
1227,14642,10.977926
1228,14643,10.594632
1229,14645,9.821611
1230,14647,9.949386
1231,14648,10.288344
1232,14649,9.0459795
1233,14650,10.568448
1234,14651,10.472372
1235,14652,9.191035
1236,14653,10.151756
1237,14654,9.762853
1238,14655,10.435778
1239,14656,9.649721
1240,14657,10.156505
1241,14658,10.950072
1242,14659,10.598288
1243,14660,9.692756
1244,14661,9.755533
1245,14662,10.657495
1246,14663,10.8273115
1247,14664,10.805811
1248,14665,10.869998
1249,14666,10.636025
1250,14667,11.240767
1251,14668,10.436659
1252,14669,10.86471
1253,14670,10.21746
1254,14671,10.115937
1255,14672,10.450958
1256,14673,10.90317
1257,14674,10.94627
1258,14675,9.862059
1259,14676,10.879985
1260,14677,8.8873825
1261,14678,10.240577
1262,14679,10.518742
1263,14680,9.770559
1264,14681,10.783129
1265,14682,8.99578
1266,14683,10.928903
1267,14684,11.001054
1268,14685,10.448693
1269,14686,9.263145
1270,14690,10.957189
1271,14691,10.205678
1272,14692,9.658221
1273,14693,10.073576
1274,14694,11.067688
1275,14695,9.76161
1276,14696,11.296985
1277,14697,10.905341
1278,14698,10.499691
1279,14699,9.734803
1280,14700,10.387924
1281,14701,10.064485
1282,14702,10.211599
1283,14703,10.305094
1284,14704,9.73036
1285,14705,10.332742
1286,14706,11.163718
1287,14707,9.955235
1288,14708,10.806181
1289,14710,10.944083
1290,14711,11.254181
1291,14712,10.93251
1292,14713,10.221472
1293,14714,10.337823
1294,14715,10.559139
1295,14716,9.989396
1296,14717,9.229206
1297,14718,10.965928
1298,14719,10.008546
1299,14720,10.591004
1300,14721,9.90035
1301,14722,10.890854
1302,14723,10.86118
1303,14724,10.933516
1304,14725,10.202329
1305,14726,9.856664
1306,14727,10.645439
1307,14728,10.264309
1308,14729,10.704476
1309,14730,9.776521
1310,14732,10.57675
1311,14733,10.442823
1312,14734,10.303724
1313,14735,9.236884
1314,14736,9.949455
1315,14737,9.412281
1316,14738,9.765356
1317,14739,9.23487
1318,14740,10.066748
1319,14741,9.738489
1320,14742,9.157329
1321,14743,10.621472
1322,14744,10.398225
1323,14745,9.446831
1324,14746,10.133294
1325,14747,10.469777
1326,14748,10.065839
1327,14749,9.78075
1328,14750,11.425716
1329,14751,11.239809
1330,14752,10.460499
1331,14753,10.581621
1332,14754,10.914445
1333,14755,10.316808
1334,14756,10.683143
1335,14757,10.282418
1336,14758,9.64476
1337,14759,8.235821
1338,14760,11.066727
1339,14761,9.4595175
1340,14762,11.141943
1341,14763,10.6507435
1342,14764,10.239259
1343,14765,10.146188
1344,14766,10.402466
1345,14767,10.9291525
1346,14768,10.715202
1347,14769,10.496835
1348,14770,10.014492
1349,14771,10.739672
1350,14772,10.5983095
1351,14773,10.72338
1352,14774,11.033043
1353,14775,10.042274
